state,district,school_name,School Management,Address,Class,Edu. District,Edu. Block,LGD Block,LGD Panchayat,LGD Village,LGD Ward,class,School Type,School Category,School Location,School Type,State,Urban Local Body
GUJARAT,RAJKOT,MOTA KHIJADIYA PRI. SCHOOL,3-Local Body,"TO-MOTA KHIJADIYA, TA-PADDHAI, DIST-RAJKOT",,Rajkot,Paddhari,Paddhari,Khijadiya Mota,Khijadiya Mota,,1 To 8,3-Co-educational,2-Primary with Upper Primary,1-Rural,,Gujarat,
GUJARAT,RAJKOT,MOTA MAHIKA PRI. SCHOOL,3-Local Body,"AT. MOTA MAHIKA, TA. GONDAL",1 To 8,Rajkot,Gondal,Gondal,Mahika Mota,Mahika Mota,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,RAJKOT,MOTA MANDVA PRI. SCHOOL,3-Local Body,VILLAGE MOTA MANDVA TA KOTDA SANGANI DIST RAJKOT,,Rajkot,Kotda Sangani,Kotda Sangani,Mota Mandava,Mota Mandava,,1 To 8,3-Co-educational,2-Primary with Upper Primary,1-Rural,,Gujarat,
GUJARAT,RAJKOT,MOTA MATRA PRA SHALA,3-Local Body,"AT-MOTAMATRA,TA-VINCHHIYA,DIST-RAJKOT",1 To 8,Rajkot,Vinchhiya,Vinchhiya,Mota Matra,Mota Matra,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,RAJKOT,MOTA MATRA (RMSA)GOVT. SEC. SCHOOL,13-RMSA School,"AT-MOTAMATRA,TA-VINCHHIYA,DIST-RAJKOT",9 To 10,Rajkot,Vinchhiya,Vinchhiya,Mota Matra,Mota Matra,,,,8-Secondary Only,1-Rural,3-Co-educational,Gujarat,
GUJARAT,RAJKOT,MOTA MAVA TALUKA SCHOOL,10-Municipal School Board (MSB),RAGHUVIR PARA TO MOTAMAVA TA DI RAJKOT,1 To 8,Rajkot,Rajkot Corporation,NA,,,Rajkot (M Corp.) - Ward No.13,,,2-Primary with Upper Primary,2-Urban,3-Co-educational,Gujarat,Rajkot-Municipal Corporations
GUJARAT,RAJKOT,MOTA RAMPAR PRI. SCHOOL,3-Local Body,at mota rampar ta paddhari dist rajkot,1 To 8,Rajkot,Paddhari,Paddhari,Rampar Mota,Rampar Mota,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,RAJKOT,MOTA SUKHPAR PRI. SCHOOL,3-Local Body,"MOTA SUKHPAR, TA. GONDAL",1 To 5,Rajkot,Gondal,Gondal,Mota Sakhpar,Mota Sakhpar,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,RAJKOT,MOTA UMVADA PRI. SCHOOL,3-Local Body,"AT. MOTA UMVADA, TA. GONDAL",1 To 8,Rajkot,Gondal,Gondal,Umvada Mota,Umvada Mota,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,RAJKOT,MOTAVADA PRI. SCHOOL,3-Local Body,AT MOTAVADA TA. LODHIKA,1 To 8,Rajkot,Lodhika,Lodhika,Motavada,Motavada,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,RAJKOT,MOTHERLAND SHAIKSHANIK SANKUL,5-Pvt. Unaided (Recognized),2 KAILASHDHGARA MAIN ROAD RAJKOT,1 To 8,Rajkot,Rajkot Corporation,NA,,,Rajkot (M Corp.) - Ward No.5,,,2-Primary with Upper Primary,2-Urban,3-Co-educational,Gujarat,Rajkot-Municipal Corporations
GUJARAT,RAJKOT,MOTHER MEERA ENGLISH SCHOOL,5-Pvt. Unaided (Recognized),NA,1 To 8,Rajkot,Rajkot Corporation,NA,NA,,,,,2-Primary with Upper Primary,9-NA,3-Co-educational,Gujarat,
GUJARAT,RAJKOT,MOTHER MEERA SECONDRY(ENG.)SCHOOL,5-Pvt. Unaided (Recognized),NA,9 To 10,Rajkot,Rajkot Corporation,NA,NA,,,,,8-Secondary Only,9-NA,3-Co-educational,Gujarat,
GUJARAT,RAJKOT,MOTHERS PRIDE SCHOOL,5-Pvt. Unaided (Recognized),NEAR MAHILA COLLAGE KOLKI ROAD UPLETA TA UPLETA DIST RAJKOT,,Rajkot,Upleta,NA,,,Upleta (M) - Ward No.2,1 To 8,3-Co-educational,2-Primary with Upper Primary,2-Urban,,Gujarat,Upleta-Municipality
GUJARAT,RAJKOT,MOTHERS PRIDE SECONDARY SCHOOL,5-Pvt. Unaided (Recognized),NEAR MAHILA COLLAGE KOLKI ROAD UPLETA TA UPLETA DIST RAJKOT,,Rajkot,Upleta,NA,,,Upleta (M) - Ward No.2,9 To 10,3-Co-educational,8-Secondary Only,2-Urban,,Gujarat,Upleta-Municipality
GUJARAT,RAJKOT,MOTI CHANOL PRI. SCHOOL,3-Local Body,AT MOTI CHANOL TA PADDHARI DIST RAJKOT,1 To 8,Rajkot,Paddhari,Paddhari,Chanol Nani,Chanol Moti,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,RAJKOT,MOTI KHILORI KANYA PRI. SCHOOL,3-Local Body,"AT. MOTI KHILORI, TA. GONDAL",1 To 8,Rajkot,Gondal,Gondal,Moti Khilori,Moti Khilori,,,,2-Primary with Upper Primary,1-Rural,2-Girls,Gujarat,
GUJARAT,RAJKOT,MOTI LAKHAVAD KANYA PRA SHALA,3-Local Body,"AT-MOTI Lakhavad, TA-VINCHHIYA,DIST-RAJKOT",1 To 8,Rajkot,Vinchhiya,Vinchhiya,Moti Lakhavad,Moti Lakhavad,,,,2-Primary with Upper Primary,1-Rural,2-Girls,Gujarat,
GUJARAT,RAJKOT,MOTI LAKHAVAD KUMAR PRA SHALA,3-Local Body,"AT-MOTILAKHAVAD,TA-VINCHHIYA,DIST-RAJKOT",1 To 8,Rajkot,Vinchhiya,Vinchhiya,Moti Lakhavad,Moti Lakhavad,,,,2-Primary with Upper Primary,1-Rural,1-Boys,Gujarat,
GUJARAT,RAJKOT,MOTI PARBADI TALUKA SCHOOL,3-Local Body,AT-MOTIPARABADI TA-DHORAJI DIST-RAJKOT,1 To 8,Rajkot,Dhoraji,Dhoraji,Moti Parabdi,Moti Parabdi,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,RAJKOT,MOTIVAVDI PRI SCHOOL,3-Local Body,TO. MOTIVAVDI TA.DHORAJI DIST.RAJKOT,1 To 8,Rajkot,Dhoraji,Dhoraji,Moti Vavdi,Moti Vavdi,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,RAJKOT,MOVAIYA KANYA PRI. SCHOOL,3-Local Body,"TO-MOVAIYA, TA-PADDHARI, DIST-RAJKOT",1 To 8,Rajkot,Paddhari,Paddhari,Moviya,Moviya,,,,2-Primary with Upper Primary,1-Rural,2-Girls,Gujarat,
GUJARAT,RAJKOT,MOVAIYA TALUKA PRI. SCHOOL,3-Local Body,"TO-MOVAIYA, TA-PADDHARI, DIST-RAJKOT",1 To 8,Rajkot,Paddhari,Paddhari,Moviya,Moviya,,,,2-Primary with Upper Primary,1-Rural,1-Boys,Gujarat,
GUJARAT,RAJKOT,MOVIYA KANYA TALUKA SHALA NO. 2,3-Local Body,"OPP. PATEL SAMAJ, MOVIYA, TA. GONDAL",1 To 8,Rajkot,Gondal,Gondal,Moviya,Moviya,,,,2-Primary with Upper Primary,1-Rural,2-Girls,Gujarat,
GUJARAT,RAJKOT,MOVIYA KUMAR TALUKA SHALA NO. 1,3-Local Body,"AT. MOVIYA, TA. GONDAL",1 To 8,Rajkot,Gondal,Gondal,Moviya,Moviya,,,,2-Primary with Upper Primary,1-Rural,1-Boys,Gujarat,
GUJARAT,RAJKOT,Ms. M.B.GARDI PRI.SCHOOL,5-Pvt. Unaided (Recognized),AT NYARA TA PADDHARI DIST RAJKOT,1 To 8,Rajkot,Paddhari,Paddhari,Nyara,Nyara,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,RAJKOT,Ms.S.H.Gardi Higher Secondary School,5-Pvt. Unaided (Recognized),at nyara ta paddhari dist rajkot,11 To 12,Rajkot,Paddhari,Paddhari,Nyara,Nyara,,,,11-Higher Secondary only/Jr. College,1-Rural,1-Boys,Gujarat,
GUJARAT,RAJKOT,MTS FULIBEN BHIKHABHAI KHOKHARIYA SECONDARY GIRLS SCHOOL,5-Pvt. Unaided (Recognized),ATKOT KAILASHNAGAR BHAVNAGAR HIGHWAY,9 To 9,Rajkot,Jasdan,Jasdan,Atkot,Atkot,,,,8-Secondary Only,1-Rural,2-Girls,Gujarat,
GUJARAT,RAJKOT,MTS. K.S. GARDI GIRLS HIGH SCHOOL,3-Local Body,at paddhari ta paddhari dist rajkot,9 To 10,Rajkot,Paddhari,Paddhari,Paddhari,Paddhari (Ct),,,,8-Secondary Only,1-Rural,2-Girls,Gujarat,
GUJARAT,RAJKOT,MTS. K.S. GARDI GIRLS H.SEC. SCHOOL,5-Pvt. Unaided (Recognized),NA,11 To 12,Rajkot,Paddhari,NA,NA,,,,,11-Higher Secondary only/Jr. College,9-NA,2-Girls,Gujarat,
GUJARAT,RAJKOT,MTS UJIBEN LIMBABHAI RAMANI HIGHER SECONDARY GIRLS SCHOOL,5-Pvt. Unaided (Recognized),ATKOT KAILASHNAGAR BHAVNAGAR HIGHWAY TA AJASDAN DIST RAJKOT,,Rajkot,Jasdan,Jasdan,Atkot,Atkot,,11 To 11,2-Girls,11-Higher Secondary only/Jr. College,1-Rural,,Gujarat,
GUJARAT,RAJKOT,M.T. ZALAVADIYA ADARSH VIDHYALAY,5-Pvt. Unaided (Recognized),PANJARAPOR ROAD NEAR POST OFFICE UPLETA TA UPLETA DIST RAJKOT,,Rajkot,Upleta,NA,,,Upleta (M) - Ward No.3,1 To 8,3-Co-educational,2-Primary with Upper Primary,2-Urban,,Gujarat,Upleta-Municipality
GUJARAT,RAJKOT,MUNGAVAVDI PRI. SCHOOL,3-Local Body,"AT. MUNGAVAVDI, TA. GONDAL",1 To 8,Rajkot,Gondal,Gondal,Mungavavdi,Mungavavdi,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,RAJKOT,MUNICIPAL HIGH SCHOOL BHAYAVADAR,3-Local Body,MUNICIPAL HIGH SCHOOL BHAYAVADAR,9 To 12,Rajkot,Upleta,NA,,,Bhayavadar (M) - Ward No.4,,,10-Secondary with Higher Secondary,2-Urban,1-Boys,Gujarat,Bhayavadar-Municipality
GUJARAT,RAJKOT,MUNICIPAL KANYA VIDHYALAY BHAYAVADAR,3-Local Body,STATION ROAD BHAYAVADAR,9 To 12,Rajkot,Upleta,NA,,,Bhayavadar (M) - Ward No.1,,,10-Secondary with Higher Secondary,2-Urban,2-Girls,Gujarat,Bhayavadar-Municipality
GUJARAT,RAJKOT,MUNICIPAL VIVIDHLAXI VINAY MANDIR,3-Local Body,RAJ MARG BAWLA CHOWK UPLETA TA UPLETA DIST RAJKOT,,Rajkot,Upleta,NA,,,Upleta (M) - Ward No.3,9 To 12,1-Boys,10-Secondary with Higher Secondary,2-Urban,,Gujarat,Upleta-Municipality
GUJARAT,RAJKOT,MUNJKA PRIMARY SCHOOL,10-Municipal School Board (MSB),TO MUNJKA TA DI RAJKOT,1 To 8,Rajkot,Rajkot Corporation,NA,,,Rajkot (M Corp.) - Ward No.12,,,2-Primary with Upper Primary,2-Urban,3-Co-educational,Gujarat,Rajkot-Municipal Corporations
GUJARAT,RAJKOT,MUNJKA PRI. SCHOOL NO.2,10-Municipal School Board (MSB),NERA SAURASHTRA UNIVERSITY TO MUNJKA TA DI RAJKOT,,Rajkot,Rajkot Corporation,NA,,,Rajkot (M Corp.) - Ward No.12,1 To 8,3-Co-educational,2-Primary with Upper Primary,2-Urban,,Gujarat,Rajkot-Municipal Corporations
GUJARAT,RAJKOT,MURAKHADA PRIMARY SCHOOL,3-Local Body,AT MURAKHADA TA UPLETA DIST RAJKOT,1 To 8,Rajkot,Upleta,Upleta,Murakhada,Murakhada,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,RAJKOT,MURLIDHAR PRIMARY SCHOOL,5-Pvt. Unaided (Recognized),"AT-VINCHHIYA,TA-VINCHHIYA,DIST-RAJKOT",1 To 8,Rajkot,Vinchhiya,Vinchhiya,Vinchhiya,Vinchhiya,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,RAJKOT,MUSLIM HIGH SCHOOL,4-Government Aided,MUSLIM HIGH SCHOOL UPLETA TA UPLETA DIST RAJKOT,,Rajkot,Upleta,NA,,,Upleta (M) - Ward No.9,9 To 12,1-Boys,10-Secondary with Higher Secondary,2-Urban,,Gujarat,Upleta-Municipality
GUJARAT,RAJKOT,MUSLIM HIGH SCHOOL DHORAJI,5-Pvt. Unaided (Recognized),TO-DHORAJI STATION ROAD DIST-RAJKOT,9 To 12,Rajkot,Dhoraji,NA,,,Dhoraji (M) - Ward No.8,,,10-Secondary with Higher Secondary,2-Urban,3-Co-educational,Gujarat,Dhoraji-Municipality
GUJARAT,RAJKOT,MUSLIM HIGH SCHOOL (ENG) DHORAJI,5-Pvt. Unaided (Recognized),TO-DHORAJI STATION ROAD DIST-RAJKOT,9 To 12,Rajkot,Dhoraji,NA,,,Dhoraji (M) - Ward No.8,,,10-Secondary with Higher Secondary,2-Urban,3-Co-educational,Gujarat,Dhoraji-Municipality
GUJARAT,RAJKOT,M.V.B.M. UTTAR BUNIYADI VIDHYALAY,4-Government Aided,AT DUMIYANI VRAJBHUMI AASHRAM TA UPLETA DIST RAJKOT,,Rajkot,Upleta,Upleta,Dumiyani,Dumiyani,,9 To 12,3-Co-educational,10-Secondary with Higher Secondary,1-Rural,,Gujarat,
GUJARAT,RAJKOT,M.V. DHULASHIA & JHC TRUST SCHOOLS,5-Pvt. Unaided (Recognized),KOTECHA CHOWK NEAR KALAWAD ROAD RAJKOT,,Rajkot,Rajkot Corporation,NA,,,Rajkot (M Corp.) - Ward No.8,6 To 12,3-Co-educational,5-Up. Pr. Secondary and Higher Sec,2-Urban,,Gujarat,Rajkot-Municipal Corporations
GUJARAT,RAJKOT,NACHIKETA PRIMARY SCHOOL,5-Pvt. Unaided (Recognized),"AT-BAVAPIPALIYA, TA-JETPUR,DIST-RAJKOT",1 To 8,Rajkot,Jetpur,Jetpur,Bava Pipaliya,Bava Pipaliya,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,RAJKOT,NACHIKETA PRI SCHOOL DHORAJI,5-Pvt. Unaided (Recognized),"NEAR NEW BUS STAND, FARENI ROAD GOKUL PARK DHORAJI",,Rajkot,Dhoraji,NA,,,Dhoraji (M) - Ward No.4,1 To 8,3-Co-educational,2-Primary with Upper Primary,2-Urban,,Gujarat,Dhoraji-Municipality
GUJARAT,RAJKOT,NACHIKETA SCHOOLING SYSTEM,5-Pvt. Unaided (Recognized),JIVRAJPARK AMBIKA TOWNSHIP NANA MAVA ROAD MAVDI RAJKOT,,Rajkot,Rajkot Corporation,NA,,,Rajkot (M Corp.) - Ward No.11,1 To 10,3-Co-educational,6-Pr. Up Pr. and Secondary Only,2-Urban,,Gujarat,Rajkot-Municipal Corporations
GUJARAT,RAJKOT,NACHIKETA SCHOOLING SYSTEM GUJARATI,5-Pvt. Unaided (Recognized),JIVRAJ PARK AMBIKA TOWNSHIP NANA MAVA MAIN ROAD MAVDI RAJKOT,,Rajkot,Rajkot Corporation,NA,,,Rajkot (M Corp.) - Ward No.11,1 To 10,3-Co-educational,6-Pr. Up Pr. and Secondary Only,2-Urban,,Gujarat,Rajkot-Municipal Corporations
GUJARAT,RAJKOT,NACHIKETA VIDHYALAYA,5-Pvt. Unaided (Recognized),15 BRAHMANIYA PARA NEAR GOVIND BAUG SANT KABIR ROAD,,Rajkot,Rajkot Corporation,NA,,,Rajkot (M Corp.) - Ward No.5,9 To 12,3-Co-educational,10-Secondary with Higher Secondary,2-Urban,,Gujarat,Rajkot-Municipal Corporations
GUJARAT,RAJKOT,NAGADKA PRI. SCHOOL,3-Local Body,"NAGADKA, TA. GONDAL, DIST. RAJKOT",1 To 7,Rajkot,Gondal,Gondal,Nagadka,Nagadka,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,RAJKOT,NAGALKHADA PRIMARY SCHOOL,3-Local Body,AT. NAGALKHADA TA.DHORAJI DIST.RAJKOT,1 To 8,Rajkot,Dhoraji,Dhoraji,Nagalkhada,Nagalkhada,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,RAJKOT,NAGALPAR PRIMARY SCHOOL,3-Local Body,TO NAGALPAR TA DI RAJKOT,1 To 8,Rajkot,Rajkot,Rajkot,Nagalpar,Nagalpar,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,RAJKOT,NAGAR PIPALIYA TALUKA SCHOOL,3-Local Body,AT NAGARPIPALIYA TA. LODHIKA,1 To 8,Rajkot,Lodhika,Lodhika,Nagar Pipaliya,Nagar Pipaliya,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,RAJKOT,NAGVADAR TALUKA SCHOOL,3-Local Body,AT NAGVADAR TA UPLETA DIST RAJKOT,1 To 8,Rajkot,Upleta,Upleta,Nagvadar,Nagvadar,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,RAJKOT,NAKRAVADI PRIMARY SCHOOL,3-Local Body,TO NAKRAVADI TA DI RAJKOT,1 To 8,Rajkot,Rajkot,Rajkot,Nakaravadi,Nakaravadi,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,RAJKOT,NAKSHATRA MADHYAMIK SHALA,5-Pvt. Unaided (Recognized),RANCHHODNAGAR PEDAK ROAD RAJKOT,9 To 12,Rajkot,Rajkot Corporation,NA,,,Rajkot (M Corp.) - Ward No.5,,,10-Secondary with Higher Secondary,2-Urban,3-Co-educational,Gujarat,Rajkot-Municipal Corporations
GUJARAT,RAJKOT,NAKSHATRA SCHOOL,5-Pvt. Unaided (Recognized),RANCHHODNAGAR PEDAK ROAD RAJKOT,1 To 8,Rajkot,Rajkot Corporation,NA,,,Rajkot (M Corp.) - Ward No.5,,,2-Primary with Upper Primary,2-Urban,3-Co-educational,Gujarat,Rajkot-Municipal Corporations
GUJARAT,RAJKOT,NAKSHATRA SCIENCE SCHOOL,5-Pvt. Unaided (Recognized),RANCHHODNAGAR PEDAK ROAD RAJKOT,11 To 12,Rajkot,Rajkot Corporation,NA,,,Rajkot (M Corp.) - Ward No.5,,,11-Higher Secondary only/Jr. College,2-Urban,3-Co-educational,Gujarat,Rajkot-Municipal Corporations
GUJARAT,RAJKOT,NAKSHTRA ENGLISH SCHOOL,5-Pvt. Unaided (Recognized),RANCHHODNAGAR PEDAK ROAD RAJKOT,1 To 8,Rajkot,Rajkot Corporation,NA,,,Rajkot (M Corp.) - Ward No.5,,,2-Primary with Upper Primary,2-Urban,3-Co-educational,Gujarat,Rajkot-Municipal Corporations
GUJARAT,RAJKOT,NALANDA FORWARD HIGHSCHOOL,5-Pvt. Unaided (Recognized),RANCHHODNAGAR SOCIETY OPP RANCHHODWADI GATE,,Rajkot,Rajkot Corporation,NA,,,Rajkot (M Corp.) - Ward No.5,9 To 12,3-Co-educational,10-Secondary with Higher Secondary,2-Urban,,Gujarat,Rajkot-Municipal Corporations
GUJARAT,RAJKOT,NALANDA  PRI SCHOOL,5-Pvt. Unaided (Recognized),"AT. BILIYALA, TA, GONDAL",1 To 8,Rajkot,Gondal,Gondal,Biliyala,Biliyala,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,RAJKOT,NALANDA PRI. SCHOOL,5-Pvt. Unaided (Recognized),"RINGDAR ROAD, DHARESHVAR PLOT, SULTANPUR, TA. GONDAL",1 To 12,Rajkot,Gondal,Gondal,Sultanpur,Sultanpur,,1 To 7,3-Co-educational,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,RAJKOT,NALANDA PR.SCHOOL,5-Pvt. Unaided (Recognized),NALANADA PRIMARY SCHOOL RANCHHOD NAGAR OPP. RANCHHODWADI GATE,,Rajkot,Rajkot Corporation,NA,,,Rajkot (M Corp.) - Ward No.5,1 To 8,3-Co-educational,2-Primary with Upper Primary,2-Urban,,Gujarat,Rajkot-Municipal Corporations
GUJARAT,RAJKOT,NALANDA VIDHAYAMANDIR,5-Pvt. Unaided (Recognized),"VIRAT NAGAR MAIN ROAD, NR PIPALIYA HALL RAJKOT",,Rajkot,Rajkot Corporation,NA,,,Rajkot (M Corp.) - Ward No.17,1 To 12,3-Co-educational,3-Pr. with Up.Pr. Sec. and H.Sec.,2-Urban,,Gujarat,Rajkot-Municipal Corporations
GUJARAT,RAJKOT,NALANDA VIDHYALAY,5-Pvt. Unaided (Recognized),VAJSURPARA TAL JASDAN DIST RAJKOT,1 To 8,Rajkot,Jasdan,NA,,,Jasdan (M) - Ward No.3,,,2-Primary with Upper Primary,2-Urban,3-Co-educational,Gujarat,Jasdan-Municipality
GUJARAT,RAJKOT,NALANDA VIDHYALAYA,5-Pvt. Unaided (Recognized),AT VIRNAGAR TAL JASDAN DIST RAJKOT,1 To 8,Rajkot,Jasdan,Jasdan,Virnagar,Virnagar,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,RAJKOT,NANA BHADRA PRIMARY SCHOOL,3-Local Body,AT NANA BHADARA TA JAMKANDORNA DIST RAJKOT,,Rajkot,Jamkandorna,Jamkandorna,Nana Bhadra,Mota Bhadra,,1 To 8,3-Co-educational,2-Primary with Upper Primary,1-Rural,,Gujarat,
GUJARAT,RAJKOT,NANA ITALA PRI. SCHOOL,3-Local Body,AT-NANA ITALA TA-PADDHARI DIST-RAJKOT,1 To 8,Rajkot,Paddhari,Paddhari,Intala Nana,Intala Nana,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,RAJKOT,NANA KHIJADIYA PRI. SCHOOL,3-Local Body,"TO-NANA KHIJADIYA, TA-PADDHARI, DIST-RAJKOT",,Rajkot,Paddhari,Paddhari,Khijadiya Nana,Khijadiya Nana,,1 To 5,3-Co-educational,1-Primary,1-Rural,,Gujarat,
GUJARAT,RAJKOT,NANA MAHIKA PRI. SCHOOL,3-Local Body,"AT. NANA MAHIKA, TA. GONDAL",1 To 8,Rajkot,Gondal,Gondal,Mahika Nana,Mahika Nana,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,RAJKOT,NANA MANDVA PRI SCHOOL,3-Local Body,VILLAGE NANA MANDVA TA KOTDA SANGANI DIST RAJKOT,,Rajkot,Kotda Sangani,Kotda Sangani,Nana Mandava,Nana Mandava,,1 To 8,3-Co-educational,2-Primary with Upper Primary,1-Rural,,Gujarat,
GUJARAT,RAJKOT,NANA MATRA PRA SHALA,3-Local Body,"AT-NANAMATRA,TA-VINCHHIYA,DIST-RAJKOT",1 To 8,Rajkot,Vinchhiya,Vinchhiya,Nana Matra,Nana Matra,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,RAJKOT,NANA SAGALIYA PRI. SCHOOL,3-Local Body,"TO-NANA SAGADIYA, TA-PADDHARI, DIST-RAJKOT",,Rajkot,Paddhari,Paddhari,Sagaliya Nana,Sagaliya Nana,,1 To 5,3-Co-educational,1-Primary,1-Rural,,Gujarat,
GUJARAT,RAJKOT,NANA SUKHPAR PRI. SCHOOL,3-Local Body,"NANA SUKHPAR, TA. GONDAL",1 To 5,Rajkot,Gondal,Gondal,Nana Sakhpar,Nana Sakhpar,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,RAJKOT,NANA UMAVADA PRI. SCHOOL,3-Local Body,"AT. NANA UMVADA, TA. GONDAL",1 To 7,Rajkot,Gondal,Gondal,Umvada Nana,Umvada Nana,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,RAJKOT,NANA VADA PRI. SCHOOL,3-Local Body,AT-NANAVADA TA-PADDHARI DIST-RAJKOT,1 To 8,Rajkot,Paddhari,Paddhari,Nanavada,Nanavada,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,RAJKOT,NANDHU PIPALIYA PRI. SCHOOL,3-Local Body,AT NANDHUPIPALIYA TA. LODHIKA,1 To 5,Rajkot,Lodhika,Lodhika,Nondhu Pipaliya,Nadhu Pipaliya,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,RAJKOT,NANDKISHOR VIDHYAMANDIR,5-Pvt. Unaided (Recognized),"1 - J K PARK NR SWATI PARK, KOTHARIYA ROAD, RAJKOT",,Rajkot,Rajkot Corporation,NA,,,Rajkot (M Corp.) - Ward No.17,1 To 8,3-Co-educational,2-Primary with Upper Primary,2-Urban,,Gujarat,Rajkot-Municipal Corporations
GUJARAT,RAJKOT,NANI LAKHAVAD PRIMARY SCHOOL,3-Local Body,AT NANI LAKHAVAD TAL JASDAN DIST RAJKOT,1 To 8,Rajkot,Jasdan,Jasdan,Nani Lakhavad,Nani Lakhavad,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,RAJKOT,NANI LAKHAVAD SIM PRIMARY SCHOOL,3-Local Body,AT NANI LAKHAVAD TAL JASDAN DIST RAJKOT,1 To 7,Rajkot,Jasdan,Jasdan,Nani Lakhavad,Nani Lakhavad,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,RAJKOT,NANI MARAD PRIMARY SCHOOL,3-Local Body,TO-NANIMARAD TA-DHORAJI DIST-RAJKOT,1 To 8,Rajkot,Dhoraji,Dhoraji,Nani Marad,Nani Marad,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,RAJKOT,NANI PARBADI PRIMARY SCHOOL,3-Local Body,TO-NANI PARABDI TA-DHORAJI DIST-RAJKOT,1 To 8,Rajkot,Dhoraji,Dhoraji,Nani Parabdi,Nani Parabdi,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,RAJKOT,NANI VAVDI TALUKA SCHOOL,3-Local Body,AT. NANIVAVDI TA. DHORAJI DIST. RAJKOT,1 To 8,Rajkot,Dhoraji,Dhoraji,Nani Vavdi,Nani Vavdi,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,RAJKOT,NARANKA PRI. SCHOOL,3-Local Body,AT NARANKA TA KOTDA SANGANI DIST RAJKOT,1 To 8,Rajkot,Kotda Sangani,Kotda Sangani,Naranka,Naranka,,1 To 5,3-Co-educational,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,RAJKOT,NARAYAN NAGAR KANYA SCHOOL,10-Municipal School Board (MSB),KOTHARIYA SOLVANT GONDAL ROAD RAJKOT,1 To 8,Rajkot,Rajkot Corporation,NA,,,Rajkot (M Corp.) - Ward No.18,,,2-Primary with Upper Primary,2-Urban,2-Girls,Gujarat,Rajkot-Municipal Corporations
GUJARAT,RAJKOT,NARAYAN NAGAR KUMAR SCHOOL,10-Municipal School Board (MSB),KOTHARIYA SOLVANT RAJKOT,1 To 8,Rajkot,Rajkot Corporation,NA,,,Rajkot (M Corp.) - Ward No.18,,,2-Primary with Upper Primary,2-Urban,1-Boys,Gujarat,Rajkot-Municipal Corporations
