state,district,school_name,School Management,Address,Class,Edu. District,Edu. Block,LGD Block,LGD Panchayat,LGD Village,LGD Ward,class,School Type,School Category,School Location,School Type,State,Urban Local Body
GUJARAT,BANAS KANTHA,BHADRAMALI PRI. SCH.,3-Local Body,AT-PO-BHADRAMALI TA-DEESA DIST-B.K.,1 To 8,Deesa,,Deesa,Bhadramali,Bhadramali,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHADRAMAL PRI. SCH.,3-Local Body,AT - BHADRAMAL POST - KUNVARSI TA - DANTA DIST - B.K.,,Danta,,Danta,Kunvarsi,Bhadramal,,1 To 5,3-Co-educational,1-Primary,1-Rural,,Gujarat,
GUJARAT,BANAS KANTHA,BHADREVADI MADHYAMIK SCHOOL,5-Pvt. Unaided (Recognized),AT PO BHADREVADI TA KANKREJ TA KANKREJ DIST BANASKANTHA,,Kankarej,,Kankrej,Bhadrevadi,Bhadrevadi,,9 To 12,3-Co-educational,10-Secondary with Higher Secondary,1-Rural,,Gujarat,
GUJARAT,BANAS KANTHA,BHADREVADI PRI. SCH.,3-Local Body,AT PO BHADREVADI TA KANKREJ,1 To 8,Kankarej,,Kankrej,Bhadrevadi,Bhadrevadi,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHADVEL PRI. SCH.,3-Local Body,AT BHADVEL TA VAV DIST BANASKANTHA,1 To 8,Vav,,Vav,Baiyak,Bhadvel,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHAGABHAI RAMJIBHAI KAG PRI.SCH.,5-Pvt. Unaided (Recognized),Near Reliance Petrol pump Sarswati Vidhya Sankul ta.deesa,,Deesa,,Deesa,Akhol Moti,Akhol Nani,,1 To 8,3-Co-educational,2-Primary with Upper Primary,1-Rural,,Gujarat,
GUJARAT,BANAS KANTHA,BHAGAL(J) PAY CENTER SCH.,3-Local Body,"AT BHAGAL JAGANA, TA. PALANPUR, DIST BK",1 To 8,Palanpur,,Palanpur,Bhagal (Jagana),Bhagal (Jagana) (Ct),,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHAGAL(PIPLI) PRI. SCH.,3-Local Body,"AT. BHAGAL PI TA. PALANPUR, DIST BK",1 To 8,Palanpur,,Palanpur,Bhagal (Pipli),Bhagal (Pipli),,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHAGATVAS PRI. SCH.,3-Local Body,AT-PO-JAMDA TA-THARAD DIST-B.K.,1 To 5,Tharad,,Tharad,Jamda,Jamda,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHAGAVANJI GOLIYA PRI. SCH.,3-Local Body,AT-BHAGVANJI GOLIYA PO-KARANASAR TA-THARAD DIST-B.K.,,Tharad,,Tharad,Malupur,Karnasar,,1 To 8,3-Co-educational,2-Primary with Upper Primary,1-Rural,,Gujarat,
GUJARAT,BANAS KANTHA,BHAGAVANPURA PRI. SCH.,3-Local Body,BHAGVANPURA POST MUDETHA TA.DEESA,1 To 5,Deesa,,Deesa,Vadalapura,Mudetha,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHAGAVANPURA (RAMSAN) PRI. SCH.,3-Local Body,BHAGAVANPURA PRI SCH POST RAMSAN TA DEESA DIST BK,,Deesa,,Deesa,Ramsan,Ramsan,,1 To 5,3-Co-educational,1-Primary,1-Rural,,Gujarat,
GUJARAT,BANAS KANTHA,BHAGIRATH MADHYAMIK AND UCHCHTAR MADHYAMIK SHALA,5-Pvt. Unaided (Recognized),"AT RAJODA PO ALWADA,TA DHANERA,DIST BANASKANTHA",,Dhanera,,Dhanera,Alvada,Alwada,,9 To 12,3-Co-educational,10-Secondary with Higher Secondary,1-Rural,,Gujarat,
GUJARAT,BANAS KANTHA,BHAGVANPURA (CHE) PRI. SCH.,3-Local Body,BHAGVANPURA CHEKHALA PRI. SCH. At CHEKHLA Ta KANKREJ,,Kankarej,,Kankrej,Chekhala,Chekhala,,1 To 8,3-Co-educational,2-Primary with Upper Primary,1-Rural,,Gujarat,
GUJARAT,BANAS KANTHA,BHAGVANPURA PRI. SCH.,3-Local Body,"AT-BHAGVANPURA, TA-DEODAR",1 To 5,Deodar,,Deodar,Jada,Bhagwanpura,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHAGVANPURA (RA) PRI. SCH.,3-Local Body,BHAGVANPURA RA PRI. SCH. At RANER Ta KANKREJ,,Kankarej,,Kankrej,Raner,Raner,,1 To 5,3-Co-educational,1-Primary,1-Rural,,Gujarat,
GUJARAT,BANAS KANTHA,BHAGVANPURA (SAMAU MOTA) PRI. SCH.,3-Local Body,AT - BHAGVANPURA SAMUNANA TA - DEESA DIST - BANASKANTHA PIN - 385535,,Deesa,,Deesa,Samau Nana,Samau Nanavas,,1 To 5,3-Co-educational,1-Primary,1-Rural,,Gujarat,
GUJARAT,BANAS KANTHA,BHAGVANPURA (UM) PRI. SCH.,3-Local Body,BHAGVANPURA UM PRI. SCH. At UMBARI Ta KANKREJ,,Kankarej,,Kankrej,Chhapara Golia,Umbri,,1 To 5,3-Co-educational,1-Primary,1-Rural,,Gujarat,
GUJARAT,BANAS KANTHA,BHAGWATI PRIMARY SCHOOL-NENAVA,5-Pvt. Unaided (Recognized),"AT PO NENAVA,TA DHANERA,DIST BANASKANTHA",,Dhanera,,Dhanera,Nenava,Nenava,,1 To 8,3-Co-educational,2-Primary with Upper Primary,1-Rural,,Gujarat,
GUJARAT,BANAS KANTHA,BHAGWATI VIDHYAMANDIR H.S.SCI.SCHOOL-RASANAMOTA,5-Pvt. Unaided (Recognized),NA,11 To 11,Deesa,,NA,NA,,,,,11-Higher Secondary only/Jr. College,9-NA,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHAGWATI VIDHYAMANDIR- RASANA MOTA,4-Government Aided,AT RASANA MOTA TA DEESA,9 To 12,Deesa,,Deesa,Rasana Mota,Rasana Mota,,,,10-Secondary with Higher Secondary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHAIRAVPURA PRI. SCH.,3-Local Body,BHAIRAVPURA RANPUR A.VAS DEESA,1 To 8,Deesa,,Deesa,Ranpur Athamno Vas,Ranpur Athamno Vas,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHAJASANAPARA PRI.SCH.,3-Local Body,"BHAJASANAPARA AT - PO DHUVA, TA - DEESA, DIST - BANASKANTHA",,Deesa,,Deesa,Dhuva,Dhuva,,1 To 5,3-Co-educational,1-Primary,1-Rural,,Gujarat,
GUJARAT,BANAS KANTHA,BHAJNA PRI. SCH.,3-Local Body,"AT PO BHAJNA,TA DHANERA,DIST BANASKANTHA",,Dhanera,,Dhanera,Bhanjana,Bhajna,,1 To 8,3-Co-educational,2-Primary with Upper Primary,1-Rural,,Gujarat,
GUJARAT,BANAS KANTHA,BHAKADIYAL PRI. SCH.,3-Local Body,BHAKADIYAL PRI. SCH. BHAKADIYAL,1 To 8,Lakhani,,Lakhani,Bhakadiyal,Bhakadiyal,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHAKHARI PRI. SCH.,3-Local Body,AT BHAKHARI TA VAV DIST BANASKANTHA,1 To 8,Vav,,Vav,Bhakhari,Bhakhari,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHAKHAR MOTI PRI. SCH.,3-Local Body,"AT- BHAKHAR MOTI, TA- DANTIWADA",1 To 8,Dantiwada,,Dantivada,Bhakhar Moti,Bhakhar Moti,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHAKHARNANI PRI. SCH.,3-Local Body,"AT- BHAKHAR NANI, POST- BHAKHARMOTI, TA - DANTIWADA",,Dantiwada,,Dantivada,Bhakhar Nani,Bhakhar Nani,,1 To 8,3-Co-educational,2-Primary with Upper Primary,1-Rural,,Gujarat,
GUJARAT,BANAS KANTHA,BHAKODAR PRI. SCH.,3-Local Body,"BHAKODAR PAY CENTER , TA- DANTIWADA",1 To 8,Dantiwada,,Dantivada,Chodungri,Bhakodar,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHALASARA HIGH SCHOOL,4-Government Aided,AT-PO-BHALASARA TA-THARAD DIST-B.K.,9 To 12,Tharad,,Tharad,Bhalasara,Bhalasara,,,,10-Secondary with Higher Secondary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHALASARA PRI. SCH.,3-Local Body,AT-BHALASARA PO-KAMALI TA-THARAD DIST-B.K.,,Tharad,,Tharad,Bhalasara,Bhalasara,,1 To 8,3-Co-educational,2-Primary with Upper Primary,1-Rural,,Gujarat,
GUJARAT,BANAS KANTHA,BHALGAMPARA PRI. SCH.,3-Local Body,AT BHALGAM TA KANKREJ,1 To 5,Kankarej,,Kankrej,Bhalgam,Bhalgam,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHALGAM PAY CENTER SCHOOL,3-Local Body,AT BHALGAM TA KANKREJ,1 To 8,Kankarej,,Kankrej,Bhalgam,Bhalgam,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHALGAM PRI. SCH.,3-Local Body,BHALGAM PRI.SCH. TA.VADGAM DIST.BK,1 To 8,Vadgam,,Vadgam,Bhalgam,Bhalgam,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHAMARIYA PRI. SCH.,3-Local Body,"bhamariya, ta- amirgadh dist- banaskantha",1 To 5,Amirgadh,,Amirgadh,Surela,Bhamariya,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHAMBHIYAVAS PRI. SCH.,3-Local Body,"BHAMBHIYAVAS PRI.SCH., AT-CHIBHDA, TA-DEODAR",,Deodar,,Deodar,Chibhda,Chibhda,,1 To 5,3-Co-educational,1-Primary,1-Rural,,Gujarat,
GUJARAT,BANAS KANTHA,BHANDAR PRI. SCH.,3-Local Body,TO-JADIYA TA-DHANERA DIST-BANASKANTHA,1 To 5,Dhanera,,Dhanera,Jadiya,Jadiya,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHANDOTRA PRI. SCH.,3-Local Body,"AT POST - BHANDOTRA, TA- DANTIWADA",1 To 8,Dantiwada,,Dantivada,Bhandotra,Bhandotra,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHAND PATAJI AMBAJI PRIMARY SCHOOL,3-Local Body,AT-PO-ANTROL TA-THARAD DIST-B.K.,1 To 5,Tharad,,Tharad,Antrol,Antrol,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHANGRODIYA PRI.S CH.,3-Local Body,"BHANGRODIYA PRI.SCH. TA.VADGAM,DIST.BK",1 To 8,Vadgam,,Vadgam,Bhangrodiya,Bhangrodiya,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHANJIPURA PRI. SCH.,3-Local Body,Bhanjipura Pri School,1 To 5,Bhabhar,,Bhabhar,Suthar Nesdi,Suthar Nesdi,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHANKHARI PRI. SCH.,3-Local Body,AT POST - BHANKHARI TA - DANTA DIST - B.K.,1 To 8,Danta,,Danta,Bhankhri,Bhankhri,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHANKHOD PRI. SCH.,3-Local Body,AT BHANKHOD TA VAV DIST BANASKANTHA,1 To 8,Vav,,Vav,Janavada,Bhankhod,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHANPUR PRI. SCH.,3-Local Body,AT - BHANPUR TA - DANTA DIST - B.K.,1 To 8,Danta,,Danta,Mandali,Bhanpur,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHAPDI NA GOLIYA PRI. SCH.,3-Local Body,AT-BHAPDI NA GOLIYA PO-VAMI TA-THARAD DIST-B.K.,,Tharad,,Tharad,Bhapi,Bhapdi,,1 To 5,3-Co-educational,1-Primary,1-Rural,,Gujarat,
GUJARAT,BANAS KANTHA,BHAPDI PRI. SCH.,3-Local Body,AT-BHAPDI PO-VAMI TA-THARAD DIST-B.K.,1 To 8,Tharad,,Tharad,Bhapi,Bhapdi,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHAPI NA GOLIYA PRI. SCH.,3-Local Body,AT-BHAPI NA GOLIYA PO-VAMI TA-THARAD DIST-B.K,,Tharad,,Tharad,Bhapi,Bhapi,,1 To 5,3-Co-educational,1-Primary,1-Rural,,Gujarat,
GUJARAT,BANAS KANTHA,BHAPI PRI. SCH.,3-Local Body,AT-BHAPI PO-BHAPI TA-THARAD DIST-B.K.,1 To 8,Tharad,,Tharad,Bhapi,Bhapi,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHARADAVA PAY CENTER SCH.,3-Local Body,"SHREE BHARADAVA PAY CENTER SCHOOL, AT POST BHARADAVA, TA SUIGAM, DIST BANASKANTHA",1 To 8,Suigam,,Suigam,Bharadava,Bharadava,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHARAT VIDYALAY BHACHADIYA,4-Government Aided,AT - BHACHADIYA POST - RANGPUR TA - DANTA DIST - B.K.,,Danta,,Danta,Bhachadiya,Bhachadiya,,9 To 12,3-Co-educational,10-Secondary with Higher Secondary,1-Rural,,Gujarat,
GUJARAT,BANAS KANTHA,BHARDASAR PRI. SCH.,3-Local Body,AT-PO-BHARDASAR TA-THARAD DIST-B.K.,1 To 8,Tharad,,Tharad,Antrol,Bhardasar,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHARKAWADA PRI. SCH.,3-Local Body,"BHARKAWADA PRI.SCH. TA.VADGAM,DIST.BK",1 To 8,Vadgam,,Vadgam,Bharkawada,Bharkawada,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHAROD PRI. SCH.,3-Local Body,"BHAROD PRI.SCH. TA.VADGAM, DIST.BK",1 To 8,Vadgam,,Vadgam,Bharod,Bharod,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHATAMAL MOTI PRI. SCH.,3-Local Body,"AT. BHATAMAL MOTI, TA. PALANPUR, DIST BK",1 To 8,Palanpur,,Palanpur,Bhatamal Moti,Bhatamal Moti,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHATAMAL NANI PRI. SCH.,3-Local Body,"AT. BHATAMAL NANI, TA. PALANPUR, DIST BK",1 To 8,Palanpur,,Palanpur,Ranawas,Bhatamal Nani,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHATASANA PRI. SCH.,3-Local Body,"BHATASANA PRIMARY SCHOOL, TA SUIGAM, DIST BANASKANTHA",,Suigam,,Suigam,Bhatasan,Bhatasana,,1 To 8,3-Co-educational,2-Primary with Upper Primary,1-Rural,,Gujarat,
GUJARAT,BANAS KANTHA,BHATIB PRI.SCH.,3-Local Body,T0-BHATIB TA-DHANERA DIST-BANASKANTHA,1 To 8,Dhanera,,Dhanera,Bhatib,Bhatib,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHATVARGAM PRI. SCH.,3-Local Body,AT BHATVAR GAM TA VAV DIST BANASKANTHA,1 To 8,Vav,,Vav,Bhatvargam,Bhatvargam,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHATVAR VAS PRI. SCH.,3-Local Body,AT PO BHATVAR VAS TA VAV DIST BANASKANTHA,,Vav,,Vav,Bhatvar Vas,Bhatvar Vas,,1 To 8,3-Co-educational,2-Primary with Upper Primary,1-Rural,,Gujarat,
GUJARAT,BANAS KANTHA,BHATVAS PRI.SCH.,3-Local Body,"BHATVAS PRI.SCH. TA.VADGAM, DIST. BK",1 To 5,Vadgam,,Vadgam,Sisrana,Sisrana,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHAVANGADH PRI. SCH.,3-Local Body,AT - BHAVANGADH POST - RANGPUR TA - DANTA DIST - B.K.,,Danta,,Danta,Bhachadiya,Bhavangadh,,1 To 8,3-Co-educational,2-Primary with Upper Primary,1-Rural,,Gujarat,
GUJARAT,BANAS KANTHA,BHAVANIPURA MU. PRI.SCH.,3-Local Body,AT BHAVANIPURA POST MUDETHA TA.DEESA,1 To 5,Deesa,,Deesa,Vadalapura,Mudetha,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHAVISANA PRI. SCH.,3-Local Body,"AT BHAVISANA, TA. PALANPUR, DISAT BK",1 To 8,Palanpur,,Palanpur,Bhavisana,Bhavisana,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHAVNAGAR PRI. SCH.,3-Local Body,AT BHAVNAGAR TA KANKREJ,1 To 8,Kankarej,,Kankrej,Adhgam,Bhavnagar,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHAVPURA(JUNA NESDA) PRI. SCH.,3-Local Body,BHAVPURA JUNANESADA TA DEESA,1 To 5,Deesa,,Deesa,Nesda Juna,Nesda Juna,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHAVPURA PRI. SCH.,3-Local Body,BHAVPURA PRI. SCH. CHITRODA LAKHANI,1 To 8,Lakhani,,Lakhani,Chitroda,Chitroda,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHAYLA PRI. SCH.,3-Local Body,TO-BHAYLA TA-AMIRGADH DIST-BK,1 To 8,Amirgadh,,Amirgadh,Kanpura,Bhayla,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHEDALA (DH) PRI.SCH.,3-Local Body,"bhedla dh , ta-amirgadh dist- banaskantha",1 To 8,Amirgadh,,Amirgadh,Dhanpura (Vi),Dhanpura,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHEGADIYAVAS (RAM) PRI.SCH.,3-Local Body,BHEGADIYA VAS POST RAMPURA TA DEESA,1 To 8,Deesa,,Deesa,Rampura,Rampura,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHEMAJI GOLIYA PRI. SCH.,3-Local Body,BHEMAJI GOLIYA PRI. SCH. LAKHNI LAKHANI,1 To 8,Lakhani,,Lakhani,Lakhani,Lakhani,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHEMPURA GOLIYA PRI. SCH.,3-Local Body,AT-PO-NANIPAVAD BHIMPURA GOLIYA TA-THARAD DIST-B.K.,,Tharad,,Tharad,Nani Pavad,Nani Pavad,,1 To 5,3-Co-educational,1-Primary,1-Rural,,Gujarat,
GUJARAT,BANAS KANTHA,BHERAPURA PRI. SCH.,3-Local Body,BHERAPURA PRI. SCH. KHEROLA LAKHANI,1 To 5,Lakhani,,Lakhani,Kherola,Kherola,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHESANA PARU PRI. SCH.,3-Local Body,BHESANAPARU PRI.SCH AT BHESNA TA DEODAR DIST BK,,Deodar,,Deodar,Bhesana,Bhesana,,1 To 5,3-Co-educational,1-Primary,1-Rural,,Gujarat,
GUJARAT,BANAS KANTHA,BHESANA PAY CENTER SCHOOL,3-Local Body,"AT-BHESANA, POST-BHESANA, TA-DEODAR",1 To 8,Deodar,,Deodar,Bhesana,Bhesana,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHIKHAJI GO. PRI. SCH.,3-Local Body,AT-BHIKHAJI GOLIYA PO-LUNAVA TA-THARAD DIST-B.K.,,Tharad,,Tharad,Lunawa,Lunawa,,1 To 5,3-Co-educational,1-Primary,1-Rural,,Gujarat,
GUJARAT,BANAS KANTHA,BHIKHAJI NA AORDA PRI. SCH.,3-Local Body,BHIKHAJI NA AORDA PRI. SCH. At SHIHORI Ta KANKREJ,,Kankarej,,Kankrej,Shihori,Shihori,,1 To 5,3-Co-educational,1-Primary,1-Rural,,Gujarat,
GUJARAT,BANAS KANTHA,BHILACHAL PRI. SCH.,3-Local Body,"AT- BHILACHAL, TA- DANTIWADA",1 To 8,Dantiwada,,Dantivada,Bhilachal,Bhilachal,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHILDA PRI. SCH.,3-Local Body,"AT- BHILDA, TA-DANTIWADA, DIST.- BANASKANTHA",,Dantiwada,,Dantivada,Bhilada,Bhilada,,1 To 8,3-Co-educational,2-Primary with Upper Primary,1-Rural,,Gujarat,
GUJARAT,BANAS KANTHA,BHILDIYAVAS PRI. SCH.,3-Local Body,BHILADIYA VAS CHEKHALA,1 To 5,Kankarej,,Kankrej,Chekhala,Chekhala,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHILONI DHANI PRI. SCH.,3-Local Body,BHILONI DHANI PRI. SCH. POST MAHADEVIYA,1 To 5,Deesa,,Deesa,Mahadeviya,Mahadeviya,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHILVAS(KAMODA) PRI. SCH.,3-Local Body,BHILVAS KAMODIPRI. SCH. KAMODI LAKHANI,1 To 5,Lakhani,,Lakhani,Kamoda,Kamoda,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHILVAS PRI. SCH.,3-Local Body,TO-DHANERA TA-DHANERA DIST-BANASKANTHA,,Dhanera,,NA,,,Dhanera (M) - Ward No.3,1 To 8,3-Co-educational,2-Primary with Upper Primary,2-Urban,,Gujarat,Dhanera-Municipality
GUJARAT,BANAS KANTHA,BHILVAS(THAWAR) PRI. SCH.,3-Local Body,TO-THAVAR TA-DHANERA DIST-BANASKANTHA,1 To 5,Dhanera,,Dhanera,Thawar,Thawar,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHIMBORDI PRI. SCH.,3-Local Body,BHIMBORDI POST BALODHAN TA BHABHR DIST BANASKANTHA,,Bhabhar,,Bhabhar,Bhem Bordi,Bhem Bordi,,1 To 8,3-Co-educational,2-Primary with Upper Primary,1-Rural,,Gujarat,
GUJARAT,BANAS KANTHA,BHIMGADH PRI. SCH.,3-Local Body,AT BHIMGADH TA LAKHANI DIST B.K.,1 To 8,Lakhani,,Lakhani,Taruwa,Bhimgadh,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHIMPURA PRI. SCH.,3-Local Body,AT-BHIMPURA PO-BHORDU TA-THARAD DIST-B.K.,,Tharad,,Tharad,Khengarpura,Bhimpura,,1 To 8,3-Co-educational,2-Primary with Upper Primary,1-Rural,,Gujarat,
GUJARAT,BANAS KANTHA,BHODALIYA PRI.SCH.,3-Local Body,AT BHODALIYA TA BHABHAR DIST BANASKANTHA,,Bhabhar,,Bhabhar,Bhodaliya,Bhodaliya,,1 To 8,3-Co-educational,2-Primary with Upper Primary,1-Rural,,Gujarat,
GUJARAT,BANAS KANTHA,BHOPANAGAR PRI. SCH.,3-Local Body,BHOPANAGAR PATAN HIGH WAY ROAD TA.DEESA,,Deesa,,NA,,,Deesa (M) - Ward No.10,1 To 5,3-Co-educational,1-Primary,2-Urban,,Gujarat,Deesa-Municipality
GUJARAT,BANAS KANTHA,BHORDU PRI. SCH.,3-Local Body,AT-PO-BHORDU TA-THARAD DIST-B.K.,1 To 8,Tharad,,Tharad,Bhordu,Bhordu,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHOTHA VISTAR PRI SCH.,3-Local Body,BHOTHA VISTAR PRI SCHOOL At KHARIYA Ta KANKREJ,,Kankarej,,Kankrej,Khariya,Khariya,,1 To 5,3-Co-educational,1-Primary,1-Rural,,Gujarat,
GUJARAT,BANAS KANTHA,BHOYALA MAHAKALI PRI.SCH.,3-Local Body,AT-PO-DUVA TA-THARAD DIST-B.K.,1 To 5,Tharad,,Tharad,Duva,Duva,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHOYAN PRI. SCH.,3-Local Body,"BHOYAN PRI.SCH., TA.DEESA, DIST.BK",1 To 5,Deesa,,Deesa,Bhoyan,Bhoyan,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHTRAM PRI. SCH.,3-Local Body,TO-BHATRAM TA-DHANERA DIST-BANASKANTHA,,Dhanera,,Dhanera,Bhatram,Bhatram,,1 To 8,3-Co-educational,2-Primary with Upper Primary,1-Rural,,Gujarat,
GUJARAT,BANAS KANTHA,BHUKHL APRI. SCH.,3-Local Body,"BHUKHLA PRI.SCH. TA.VADGAM, DIST.BK",1 To 5,Vadgam,,Vadgam,Pilucha,Pilucha,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,"BHUMESHWAR THAKORVAS PRI SCHOOL,PILUDA",3-Local Body,"AT-PO-PILUDA TA-THARAD,DIST B.K.",1 To 5,Tharad,,Tharad,Piluda,Piluda,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHURAJI DHANI (SI) PRI. SCHOOL,3-Local Body,AT-SIDHOTARA PO-GHODASAR TA-THARAD DIST-B.K.,,Tharad,,Tharad,Pavadasan,Sidhotara,,1 To 5,3-Co-educational,1-Primary,1-Rural,,Gujarat,
GUJARAT,BANAS KANTHA,BHURGADHH PRI. SCH.,3-Local Body,BHURGADHH PRI. SCH. AGTHALA LAKHANI,1 To 8,Lakhani,,Lakhani,Agthala,Agthala,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,BANAS KANTHA,BHURI BHAKHRI PRI. SCH.,3-Local Body,"BHURI BHAKHARI PRIMARY SCHOOL, AT - BHADALI ZAT, TA- DANTIWADA",,Dantiwada,,Dantivada,Bhadali (Zat),Bhadali (Zat),,1 To 5,3-Co-educational,1-Primary,1-Rural,,Gujarat,
